build_number,device_id,first_seen,hostname,kernel_version,last_seen,local_ip,os_build,os_version,platform_name,status
19045,451a1a2cda424bf499fddc08d0805197,2022-09-08T10:35:38Z,LAP798,10.0.19045.2364,2022-12-28T11:21:20Z,10.3.6.27,19045,Windows 10,Windows,normal
19045,b9067402c1ec461fb1107875ccbba1cc,2022-04-26T08:38:21Z,LAP799,10.0.19045.2364,2022-12-28T12:07:09Z,10.3.6.6,19045,Windows 10,Windows,normal
19045,088e95d0321c4e48baad23987d8a4d86,2022-06-02T09:01:10Z,LAP800,10.0.19045.2251,2022-12-06T08:21:18Z,10.3.2.28,19045,Windows 10,Windows,normal
19045,2262f1b124c74279a3ebee3721f8cd74,2022-04-25T14:31:39Z,LAP801,10.0.19045.2364,2022-12-28T10:30:36Z,10.3.2.1,19045,Windows 10,Windows,normal
19044,9777eada67274933a6ac0f75055fe29d,2022-04-25T14:32:03Z,LAP802,10.0.19044.1889,2022-12-27T23:12:25Z,192.168.1.14,19044,Windows 10,Windows,normal
19045,4502444ab6174c55b832a3882649869b,2022-02-28T20:48:25Z,LAP803,10.0.19045.2364,2022-12-26T16:18:26Z,10.3.101.22,19045,Windows 10,Windows,normal
19045,a7f5b8bb672a429a903fa49479029db9,2022-04-25T14:31:56Z,LAP804,10.0.19045.2251,2022-12-28T12:06:43Z,192.168.1.50,19045,Windows 10,Windows,normal
19043,033441ef80fb442c84e3220767b20711,2022-04-25T14:32:11Z,LAP805,10.0.19043.2364,2022-12-28T12:09:06Z,172.20.176.1,19043,Windows 10,Windows,normal
,c60a59a2484449839948229448ba3e3e,2022-02-02T14:53:10Z,LAP805.altares.loc,21.2.0,2022-12-28T12:04:33Z,192.168.0.11,21C5021h,Monterey (12),Mac,normal
19045,c1dae7d936ff40d9b0bdd27c524aacac,2022-02-22T07:55:37Z,LAP806,10.0.19045.2251,2022-12-22T16:07:46Z,10.2.162.85,19045,Windows 10,Windows,normal
19045,5b68afad2e8a4505b16d4db2199ad9fb,2022-04-26T07:31:56Z,LAP807,10.0.19045.2364,2022-12-28T12:04:22Z,192.168.43.70,19045,Windows 10,Windows,normal
19045,f498d72259654689872f16287ff66fda,2022-01-11T09:56:40Z,LAP808,10.0.19045.2251,2022-12-24T01:19:47Z,192.168.1.25,19045,Windows 10,Windows,normal
19045,a39d44e3558540e2a393dd50d5e14c9f,2022-02-24T11:50:52Z,LAP809,10.0.19045.2364,2022-12-27T16:33:58Z,10.3.6.23,19045,Windows 10,Windows,normal
19045,8fe026f2efbf42829aa19f2003b6203b,2022-04-26T08:31:54Z,LAP810,10.0.19045.2364,2022-12-28T12:05:18Z,192.168.1.11,19045,Windows 10,Windows,normal
19044,530ea370678c49f19dddd699e3d8f3cb,2022-04-25T15:31:47Z,LAP811,10.0.19044.2251,2022-12-28T12:08:19Z,192.168.1.14,19044,Windows 10,Windows,normal
19044,99c22cc01e374807a41e60a4399b3126,2022-01-14T08:24:41Z,LAP812,10.0.19044.1889,2022-12-26T20:13:18Z,192.168.0.221,19044,Windows 10,Windows,normal
19043,54eab21f2a8840e59ead9dd965f4d7a7,2022-04-26T08:32:30Z,LAP815,10.0.19043.2251,2022-12-27T13:16:24Z,192.168.1.15,19043,Windows 10,Windows,normal
19045,c12c003e598b42a4971fcb10d83b971c,2022-04-25T15:38:16Z,LAP816,10.0.19045.2364,2022-12-28T12:10:19Z,10.3.2.15,19045,Windows 10,Windows,normal
19044,4dce1789ae6344468613df97bfa1f8a1,2022-04-25T14:33:22Z,LAP817,10.0.19044.2364,2022-12-23T15:01:54Z,10.2.162.69,19044,Windows 10,Windows,normal
19045,a326181fb0444ad18bdf926e8734e79d,2022-02-22T10:11:14Z,LAP818,10.0.19045.2251,2022-12-23T10:51:42Z,10.3.6.107,19045,Windows 10,Windows,normal
19044,3f5870e25d5c46339daa30574529d342,2022-04-25T14:37:04Z,LAP819,10.0.19044.2364,2022-12-28T12:13:15Z,10.3.2.25,19044,Windows 10,Windows,normal
19044,adce5c79e69a4d0480d810ade4bc1800,2022-11-08T17:59:04Z,LAP820,10.0.19044.1889,2022-11-14T18:18:10Z,10.3.2.74,19044,Windows 10,Windows,normal
19044,9d0831e41de840608f25f60069572e38,2022-11-15T09:49:15Z,LAP820,10.0.19044.1889,2022-12-28T12:10:11Z,10.3.2.45,19044,Windows 10,Windows,normal
19045,2383eb8239524c21a9a563bf316a5d1e,2022-06-02T10:06:55Z,LAP821,10.0.19045.2364,2022-12-28T10:33:08Z,10.3.6.35,19045,Windows 10,Windows,normal
19044,c1140731bc55405f9a0ddf99162cd411,2022-04-25T13:31:41Z,LAP822,10.0.19044.2251,2022-12-28T12:10:18Z,10.2.162.105,19044,Windows 10,Windows,normal
19045,d1c45a4085a44693984af10c356c2df2,2022-04-25T14:32:50Z,LAP823,10.0.19045.2364,2022-12-28T12:11:51Z,10.3.6.52,19045,Windows 10,Windows,normal
19043,92249e0757f348ad961baa29e8715b2c,2022-06-02T13:07:06Z,LAP824,10.0.19043.1766,2022-12-28T11:30:48Z,192.168.0.26,19043,Windows 10,Windows,normal
19045,55d2451af4c042e2ad0b8cc951dddc8d,2022-04-25T13:31:48Z,LAP825,10.0.19045.2251,2022-12-28T12:12:09Z,10.3.6.8,19045,Windows 10,Windows,normal
19045,c5cb9db993af40fbb25ba19c2e1bd7a5,2022-04-25T14:32:02Z,LAP826,10.0.19045.2364,2022-12-28T12:06:01Z,10.2.162.128,19045,Windows 10,Windows,normal
19045,f35cedd99fab42a0bd7ff07253de4c13,2022-04-25T13:31:36Z,LAP827,10.0.19045.2251,2022-11-28T13:31:30Z,10.3.6.88,19045,Windows 10,Windows,normal
19045,de17f7fce19e4d5292414cb44f04052f,2022-03-31T04:12:10Z,LAP828,10.0.19045.2251,2022-12-21T13:20:13Z,192.168.1.230,19045,Windows 10,Windows,normal
19044,dbad8040795240f0b7b6755b1269fdc0,2022-04-26T10:39:03Z,LAP829,10.0.19044.1889,2022-12-15T11:07:48Z,192.168.43.43,19044,Windows 10,Windows,normal
19045,fd98d55c31674fae80a32c17c18d65d8,2021-12-21T10:40:25Z,LAP830,10.0.19045.2251,2022-12-22T16:52:07Z,192.168.0.20,19045,Windows 10,Windows,normal
19045,15f548f33a274974896d1e2801f8ea72,2022-03-17T08:10:54Z,LAP831,10.0.19045.2251,2022-12-21T19:40:41Z,192.168.1.14,19045,Windows 10,Windows,normal
19045,010619fc2cf44c71871df013fc89769f,2022-02-21T15:51:57Z,LAP833,10.0.19045.2364,2022-12-28T12:10:14Z,10.2.162.115,19045,Windows 10,Windows,normal
19045,bc17a4b83fa94850b12715712e9824df,2022-06-02T10:02:07Z,LAP834,10.0.19045.2364,2022-12-28T12:05:35Z,10.3.2.39,19045,Windows 10,Windows,normal
19043,3f215207437f42a0a3f61a68bbf71ab0,2022-11-23T17:53:56Z,LAP835,10.0.19043.2006,2022-12-25T16:15:28Z,172.20.3.150,19043,Windows 10,Windows,normal
19045,46152ffd8b474582959ead923fd12868,2022-04-25T14:31:56Z,LAP837,10.0.19045.2364,2022-12-28T12:10:58Z,10.3.6.51,19045,Windows 10,Windows,normal
19045,e1d4d6cceabc4bad8ce7a0324f5d0575,2022-04-26T08:32:22Z,LAP838,10.0.19045.2364,2022-12-28T12:03:56Z,10.3.2.57,19045,Windows 10,Windows,normal
19045,442bf262c2e24a3d8d4230516962cbe7,2022-04-25T14:31:58Z,LAP839,10.0.19045.2251,2022-12-22T17:01:45Z,192.168.1.16,19045,Windows 10,Windows,normal
19045,b45383158ec343499b24f9719efd20bb,2022-04-26T05:31:20Z,LAP840,10.0.19045.2364,2022-12-28T12:05:03Z,10.3.2.6,19045,Windows 10,Windows,normal
19045,3d172efd79a947569ea1f1b7497adce7,2022-04-25T13:31:34Z,LAP841,10.0.19045.2364,2022-12-28T12:12:11Z,10.2.163.142,19045,Windows 10,Windows,normal
19045,a047d67e83b44ce693b263ec43099183,2022-06-02T10:01:59Z,LAP842,10.0.19045.2364,2022-12-25T23:38:19Z,192.168.1.30,19045,Windows 10,Windows,normal
19045,4a18e25af8124cd58fb516c87b57e74f,2022-03-02T11:25:00Z,LAP843,10.0.19045.2251,2022-12-26T19:17:37Z,192.168.1.51,19045,Windows 10,Windows,normal
19044,2f9ef563a45847b6a9df986ae31590eb,2022-12-09T10:01:17Z,LAP844,10.0.19044.1889,2022-12-09T10:56:48Z,10.3.2.31,19044,Windows 10,Windows,normal
19044,707f6c7c889d48898b0f45b546de3310,2022-11-15T17:01:18Z,LAP844,10.0.19044.1889,2022-12-09T08:27:31Z,10.3.6.109,19044,Windows 10,Windows,normal
19044,0be75dd6a1c2427883134672c6091d62,2022-08-24T11:48:47Z,LAP845,10.0.19044.1889,2022-12-28T12:09:46Z,192.168.1.4,19044,Windows 10,Windows,normal
19045,dd531796f6c142039d11589b01d39749,2022-04-25T13:31:42Z,LAP847,10.0.19045.2364,2022-12-28T12:03:04Z,10.2.163.154,19045,Windows 10,Windows,normal
19045,e31c3eb7c4494928892f6badc3cc7f67,2022-06-02T09:01:45Z,LAP848,10.0.19045.2251,2022-12-28T12:05:00Z,10.2.163.157,19045,Windows 10,Windows,normal
19045,b512d90fd21e491f88d7f6660368ce09,2022-04-25T14:36:12Z,LAP849,10.0.19045.2251,2022-12-23T17:20:23Z,10.3.6.36,19045,Windows 10,Windows,normal
19045,83c4c29561f84573af2028cf8d7e57a0,2022-04-25T13:34:23Z,LAP850,10.0.19045.2364,2022-12-28T12:12:23Z,10.3.2.2,19045,Windows 10,Windows,normal
18363,19feab04d4474fe8ab6c5b35e35e19c3,2022-11-14T16:31:11Z,LAP851,10.0.18363.1316,2022-12-02T15:45:21Z,10.3.6.160,18363,Windows 10,Windows,normal
19045,4c8a1361d25d487987c7fed080c8cc3b,2022-12-23T13:47:27Z,LAP852,10.0.19045.2364,2022-12-23T14:50:31Z,10.3.2.3,19045,Windows 10,Windows,normal
19045,f112631af6524fbd951e9238999353bb,2022-04-25T13:31:34Z,LAP852,10.0.19045.2251,2022-12-21T12:15:24Z,10.3.2.78,19045,Windows 10,Windows,normal
19045,0bcf417756eb4447a561fffc7a13843f,2022-04-25T14:32:15Z,LAP853,10.0.19045.2364,2022-12-28T12:03:43Z,10.2.163.153,19045,Windows 10,Windows,normal
19045,972d299013a94cd49d25e44a7f2a713d,2022-04-25T14:32:52Z,LAP854,10.0.19045.2251,2022-12-28T12:05:38Z,10.3.6.19,19045,Windows 10,Windows,normal
19045,709774f8b2514afca5482c057083412b,2022-04-25T14:31:55Z,LAP855,10.0.19045.2364,2022-12-28T11:04:52Z,10.3.6.59,19045,Windows 10,Windows,normal
19045,2cff61abe77045a58380f4af26006a41,2022-03-04T16:14:30Z,LAP856,10.0.19045.2251,2022-12-23T17:33:40Z,10.2.163.116,19045,Windows 10,Windows,normal
19045,870b23bf610940d39518fdc0a74855a8,2022-02-22T21:07:09Z,LAP857,10.0.19045.2251,2022-12-28T10:45:36Z,10.3.2.31,19045,Windows 10,Windows,normal
19045,a75fbb27bcbb4128abce980937bf6451,2022-04-25T16:35:42Z,LAP859,10.0.19045.2251,2022-12-28T12:06:15Z,192.168.1.19,19045,Windows 10,Windows,normal
19045,74da8301a46e4666afdecaea52104c17,2022-07-15T19:15:37Z,LAP862,10.0.19045.2364,2022-12-28T12:10:21Z,10.2.162.106,19045,Windows 10,Windows,normal
19042,f33b9a73e2d44f66a81fc84af9e539c8,2022-12-08T09:05:01Z,LAP865,10.0.19042.685,2022-12-28T10:54:11Z,10.3.6.30,19042,Windows 10,Windows,normal
19045,443b14af0a994e40b2f5e9548b0df7ca,2022-04-26T08:32:35Z,LAP866,10.0.19045.2251,2022-12-26T15:14:36Z,192.168.1.91,19045,Windows 10,Windows,normal
19045,f18c164523a5497ab311dbb73d61bc1f,2022-02-15T11:34:13Z,LAP867,10.0.19045.2364,2022-12-28T10:16:23Z,192.168.1.63,19045,Windows 10,Windows,normal
19045,5a6ac4dbe4894671889f4b219870b7e1,2022-02-21T15:48:01Z,LAP868,10.0.19045.2251,2022-12-28T12:10:47Z,10.3.6.36,19045,Windows 10,Windows,normal
19045,31705b04b71140aa88789cbda2811730,2022-09-22T18:43:23Z,LAP871,10.0.19045.2364,2022-12-28T11:32:35Z,10.3.6.89,19045,Windows 10,Windows,normal
19045,f51eb55df83845fd8838d3be5a4c79e5,2022-01-13T18:33:06Z,LAP872,10.0.19045.2251,2022-12-28T11:59:21Z,10.3.6.33,19045,Windows 10,Windows,normal
19045,47e0f1bfb33e473586bf16206f3e2063,2022-09-08T10:36:10Z,LAP873,10.0.19045.2364,2022-12-28T12:06:46Z,10.3.6.31,19045,Windows 10,Windows,normal
19045,60b2bd7f6b6f41c7ba4bd00e2de30099,2022-04-25T14:34:43Z,LAP874,10.0.19045.2251,2022-12-26T12:09:39Z,10.2.163.129,19045,Windows 10,Windows,normal
19045,ec936dd0526f498eb9ebca4100715ad2,2022-04-25T14:32:03Z,LAP875,10.0.19045.2251,2022-12-27T20:38:50Z,192.168.0.28,19045,Windows 10,Windows,normal
19045,b445eda71a414a818e960e4dc67d21ef,2022-03-07T19:01:09Z,LAP880,10.0.19045.2251,2022-12-28T11:11:01Z,192.168.1.22,19045,Windows 10,Windows,normal
19044,fb983f7e50f84b488e9be0ee7df41614,2022-11-29T12:33:10Z,LAP882,10.0.19044.1889,2022-12-28T12:07:43Z,10.3.6.11,19044,Windows 10,Windows,normal
,761c0ec333c04948b512b099816047c2,2022-02-01T12:58:59Z,LAP884-8.local,20.6.0,2022-12-28T12:06:19Z,10.3.6.56,20G630,Big Sur (11.0),Mac,normal
,3a87bf58c1aa4546b2ad9dc76ac639ed,2022-02-02T08:53:04Z,LAP885-4.local,22.1.0,2022-12-28T11:46:50Z,192.168.1.21,22A380,Ventura (13),Mac,normal
,c4cf345c96b64a228236eb8ad29c72c0,2022-11-24T10:48:42Z,LAP889-5.local,22.1.0,2022-11-24T19:37:46Z,10.3.6.137,22A400,Ventura (13),Mac,normal
,b9a32c71fd9943ca8f978a4ca306318d,2022-02-07T09:59:30Z,LAP891-2.local,21.6.0,2022-12-28T12:10:22Z,192.168.1.14,21G115,Monterey (12),Mac,normal
,45f3aaf6506b4608b1af314914b073a4,2022-02-07T10:13:04Z,LAP892.altares.loc,21.6.0,2022-12-27T16:54:45Z,192.168.1.60,21G115,Monterey (12),Mac,normal
19043,e2202c37eb2043c6b318e178b5abee84,2022-02-03T10:27:05Z,LAP893,10.0.19043.1645,2022-12-28T12:10:57Z,192.168.1.148,19043,Windows 10,Windows,normal
19045,6d24ef90bbe7443baf6afeb755b51d99,2022-05-12T16:35:00Z,LAP896,10.0.19045.2364,2022-12-28T11:24:24Z,10.2.162.116,19045,Windows 10,Windows,normal
,c666f6f5f673475fb82d510b991b0fc6,2022-02-09T10:31:49Z,LAP898.altares.loc,20.6.0,2022-12-10T14:00:34Z,10.3.6.1,20G165,Big Sur (11.0),Mac,normal
19045,24a622204ae14495ae5961b005b2fe5e,2022-05-19T11:50:15Z,LAP900,10.0.19045.2251,2022-12-26T08:45:01Z,192.168.1.9,19045,Windows 10,Windows,normal
,7d80ae27c360462aafc49115beb6d637,2022-02-09T11:26:47Z,LAP900.local,21.5.0,2022-12-15T10:55:54Z,10.3.6.73,21F79,Monterey (12),Mac,normal
19045,49b7fe5b744d412cb9c76068b09694e1,2022-11-09T18:01:15Z,LAP901,10.0.19045.2251,2022-12-20T10:02:28Z,192.168.0.31,19045,Windows 10,Windows,normal
,1fce52baa1954e3094a11453788436ef,2022-03-11T10:50:35Z,LAP901-3.local,22.1.0,2022-12-26T12:16:03Z,192.168.1.33,22A400,Ventura (13),Mac,normal
19045,8e2cca6bb50948e8ac548a227831378f,2022-05-19T10:54:42Z,LAP902,10.0.19045.2364,2022-12-28T11:19:29Z,10.3.6.13,19045,Windows 10,Windows,normal
19045,dcc40ac5746a4076ba8cdc9e2340d8e1,2022-05-19T11:29:31Z,LAP903,10.0.19045.2006,2022-12-19T07:58:22Z,192.168.1.16,19045,Windows 10,Windows,normal
19045,328dde9f0cc44f5fb59a6cbd28ca17fd,2022-07-08T08:58:09Z,LAP904,10.0.19045.2364,2022-12-28T11:19:15Z,10.3.2.48,19045,Windows 10,Windows,normal
19045,1cfd618d4e2d4ebaa4ead1ae2b556870,2022-05-19T12:10:42Z,LAP905,10.0.19045.2251,2022-12-28T12:03:17Z,10.3.6.1,19045,Windows 10,Windows,normal
19045,9c194af81d974723bba367717ed3fd2f,2022-07-15T07:54:46Z,LAP906,10.0.19045.2251,2022-12-26T19:42:26Z,192.168.1.13,19045,Windows 10,Windows,normal
19044,c6306b067aa949d49cad7de374f93844,2022-07-08T08:42:40Z,LAP907,10.0.19044.1889,2022-12-28T11:24:32Z,10.3.6.24,19044,Windows 10,Windows,normal
19045,f71fb900e7d7404ab1424e828bf36dc2,2022-05-25T13:15:00Z,LAP908,10.0.19045.2251,2022-12-28T12:12:42Z,192.168.1.11,19045,Windows 10,Windows,normal
19045,d9300341fd554d17a28e93aceb99be06,2022-06-13T19:31:19Z,LAP909,10.0.19045.2251,2022-12-23T12:14:08Z,192.168.1.24,19045,Windows 10,Windows,normal
19045,3eaa8b3f04d14f60818107273d7cd20f,2022-05-30T15:10:45Z,LAP910,10.0.19045.2364,2022-12-27T11:46:18Z,10.2.162.110,19045,Windows 10,Windows,normal
19045,6155c80cb8b343dab1b9952360fa5214,2022-05-25T10:10:29Z,LAP911,10.0.19045.2364,2022-12-28T12:08:42Z,192.168.1.128,19045,Windows 10,Windows,normal
19045,e3615f351c0e43cfbf78981662a22b0b,2022-05-30T15:07:22Z,LAP912,10.0.19045.2251,2022-12-23T15:52:16Z,192.168.1.74,19045,Windows 10,Windows,normal
19045,9f257b25495e438a96c37fb393d4b2d1,2022-05-25T14:13:28Z,LAP913,10.0.19045.2364,2022-12-28T11:34:20Z,192.168.0.20,19045,Windows 10,Windows,normal
19043,f3807437dade4a279f3b9d34c5066566,2022-07-01T06:01:04Z,LAP914,10.0.19043.2006,2022-12-23T04:45:36Z,192.168.0.32,19043,Windows 10,Windows,normal
19045,3548a4308ec54fe7911ade67e022ffd6,2022-05-25T08:51:13Z,LAP915,10.0.19045.2364,2022-12-28T11:18:24Z,10.3.6.37,19045,Windows 10,Windows,normal
19045,4f62c8f196a34a1db782e07de5f1aa12,2022-05-25T08:17:20Z,LAP916,10.0.19045.2251,2022-12-28T11:22:10Z,192.168.0.104,19045,Windows 10,Windows,normal
19045,88613391d995416696c828561a53727e,2022-06-16T16:55:35Z,LAP917,10.0.19045.2251,2022-12-21T14:43:03Z,192.168.1.9,19045,Windows 10,Windows,normal
19045,f03d8f567b984c82817294ea4318f047,2022-06-07T10:28:18Z,LAP918,10.0.19045.2251,2022-12-16T16:55:07Z,192.168.1.34,19045,Windows 10,Windows,normal
19045,419dc807e46640b7ab0319983310ee35,2022-06-07T14:15:01Z,LAP919,10.0.19045.2251,2022-12-22T15:10:18Z,10.3.2.2,19045,Windows 10,Windows,normal
19045,c0e90c2288494ebca866358a3b45990f,2022-05-30T16:51:12Z,LAP920,10.0.19045.2251,2022-12-22T17:01:44Z,10.2.162.64,19045,Windows 10,Windows,normal
19045,1968c205385448b48b8aefbf878264a6,2022-06-07T09:49:17Z,LAP921,10.0.19045.2251,2022-12-23T15:42:13Z,192.168.1.17,19045,Windows 10,Windows,normal
19045,ce682a90e100497794e96c680a9f273a,2022-06-08T11:02:29Z,LAP922,10.0.19045.2251,2022-12-20T12:03:46Z,10.3.2.40,19045,Windows 10,Windows,normal
19045,d9b395cfd12e49d699afe5e9e3f8462e,2022-06-07T14:34:38Z,LAP923,10.0.19045.2364,2022-12-28T12:05:38Z,192.168.0.14,19045,Windows 10,Windows,normal
19045,305de79f0dd4489f9376d94fa096fb60,2022-06-16T17:30:40Z,LAP924,10.0.19045.2251,2022-12-23T12:07:26Z,10.2.162.76,19045,Windows 10,Windows,normal
19045,52ceb67a5aea4dbeab83959cc2f0b3d3,2022-06-03T08:35:43Z,LAP925,10.0.19045.2251,2022-12-28T10:50:17Z,10.3.6.49,19045,Windows 10,Windows,normal
19045,e72d6b394528455eb14257cc671167a3,2022-06-16T15:01:30Z,LAP926,10.0.19045.2251,2022-12-28T12:13:20Z,192.168.1.64,19045,Windows 10,Windows,normal
19045,d971557be276445eab0dd1e87138b659,2022-06-08T11:43:19Z,LAP927,10.0.19045.2364,2022-12-28T12:06:33Z,192.168.1.127,19045,Windows 10,Windows,normal
19045,fa2ace5640eb48389b322972d58d0ffa,2022-06-16T16:54:18Z,LAP928,10.0.19045.2251,2022-12-23T15:44:30Z,10.3.6.30,19045,Windows 10,Windows,normal
19045,d73f04a559004eb2ae9603acae858f46,2022-10-04T15:34:59Z,LAP929,10.0.19045.2251,2022-12-21T16:46:46Z,10.3.6.103,19045,Windows 10,Windows,normal
19045,c1ca5a4ca89e4d11a8ebdbe0c7a16921,2022-06-16T14:16:49Z,LAP930,10.0.19045.2251,2022-12-28T10:44:08Z,10.3.101.27,19045,Windows 10,Windows,normal
19045,eea9748f0e0b4722b0a713ef10ddc94d,2022-06-16T17:01:17Z,LAP931,10.0.19045.2364,2022-12-28T11:37:32Z,10.3.6.21,19045,Windows 10,Windows,normal
19045,0a9d627b89304a1b913c73e32153e78f,2022-06-13T19:08:12Z,LAP932,10.0.19045.2251,2022-12-28T12:10:18Z,10.3.6.20,19045,Windows 10,Windows,normal
19045,ac3a84ebbd884e83a6edae9acd9fb81c,2022-06-20T13:20:26Z,LAP933,10.0.19045.2251,2022-12-28T12:09:39Z,192.168.1.165,19045,Windows 10,Windows,normal
19043,32c6a866da5445188e887287de5faf43,2022-11-07T12:51:11Z,LAP934,10.0.19043.928,2022-12-19T15:23:04Z,10.4.2.15,19043,Windows 10,Windows,normal
19044,029a8f2963324e579377a3989e63fa3e,2022-12-20T14:25:45Z,LAP934,10.0.19044.1889,2022-12-21T08:38:46Z,10.4.2.10,19044,Windows 10,Windows,normal
19045,69e4b078c7464f4690b8577b95cec9dc,2022-10-04T15:28:15Z,LAP935,10.0.19045.2251,2022-12-27T09:42:05Z,192.168.1.18,19045,Windows 10,Windows,normal
19045,b1fefe4527fc421b8f3dfdedbb5e5262,2022-06-10T08:39:35Z,LAP936,10.0.19045.2251,2022-12-22T15:59:52Z,192.168.1.63,19045,Windows 10,Windows,normal
19045,fca5ce5b6856409ea99139261f780a50,2022-09-15T12:32:46Z,LAP937,10.0.19045.2364,2022-12-23T14:49:23Z,10.3.6.23,19045,Windows 10,Windows,normal
19045,78b1c4102dd44d1fae88fe5fbdd514e5,2022-11-09T13:53:13Z,LAP938,10.0.19045.2364,2022-12-28T12:04:26Z,10.3.6.42,19045,Windows 10,Windows,normal
19045,43dfc67c65994067913dcc0b8a74710f,2022-06-13T19:47:50Z,LAP939,10.0.19045.2251,2022-12-24T07:46:22Z,192.168.1.40,19045,Windows 10,Windows,normal
19045,7e557583a4e94ccd901e9dea02fff951,2022-06-10T12:36:16Z,LAP940,10.0.19045.2251,2022-12-23T15:37:34Z,192.168.1.143,19045,Windows 10,Windows,normal
19045,02e60cea1d7f49e9a2ed91fd7d0f7282,2022-06-13T19:07:36Z,LAP941,10.0.19045.2364,2022-12-28T11:00:52Z,10.3.2.61,19045,Windows 10,Windows,normal
19045,157e487f14cb426d95ea8224acd0342a,2022-06-10T12:36:46Z,LAP942,10.0.19045.2364,2022-12-27T21:40:27Z,192.168.1.3,19045,Windows 10,Windows,normal
19045,5d411c4bf0d64dfeaf6fee046a86dd79,2022-06-10T12:40:49Z,LAP943,10.0.19045.2251,2022-12-27T17:45:23Z,192.168.1.14,19045,Windows 10,Windows,normal
19045,bb76273e462d49fc9252af5f8136d23a,2022-06-13T17:23:50Z,LAP944,10.0.19045.2364,2022-12-27T16:08:42Z,10.3.6.25,19045,Windows 10,Windows,normal
19045,c44365296c26495bb5169eeaf9b19faf,2022-06-16T13:57:57Z,LAP945,10.0.19045.2251,2022-12-23T16:17:58Z,192.168.26.3,19045,Windows 10,Windows,normal
19045,0261df4b62aa4b2eb7afea76feea4429,2022-10-26T09:04:03Z,LAP946,10.0.19045.2364,2022-12-28T12:01:08Z,10.3.2.44,19045,Windows 10,Windows,normal
19045,870d2b20d5d542039cb9912cc79bb638,2022-08-24T07:12:22Z,LAP947,10.0.19045.2364,2022-12-28T12:00:34Z,10.2.162.120,19045,Windows 10,Windows,normal
19045,80e57391d7b04b7bba2df19119fcf456,2022-08-10T08:00:16Z,LAP948,10.0.19045.2364,2022-12-28T11:55:43Z,192.168.0.178,19045,Windows 10,Windows,normal
19045,c2c364af4e244aa7aacd8b46211d8ca4,2022-06-20T08:49:57Z,LAP949,10.0.19045.2251,2022-12-26T09:44:05Z,192.168.1.12,19045,Windows 10,Windows,normal
19045,af1a0d14526441f295b762e1b60c5c7c,2022-06-22T13:52:43Z,LAP950,10.0.19045.2251,2022-12-16T15:14:53Z,10.2.162.9,19045,Windows 10,Windows,normal
19045,7a1a5ac219314d21a40acdd9226b7c0f,2022-06-22T14:16:01Z,LAP951,10.0.19045.2364,2022-12-28T12:12:31Z,10.3.2.73,19045,Windows 10,Windows,normal
19045,b34cffa7ecbb42f195f1327474241bf7,2022-06-27T09:02:03Z,LAP952,10.0.19045.2251,2022-12-23T15:02:16Z,10.3.6.25,19045,Windows 10,Windows,normal
19045,32f14e40126d4b41b645b77dab13e86c,2022-06-29T12:32:37Z,LAP953,10.0.19045.2364,2022-12-23T15:42:19Z,10.2.162.84,19045,Windows 10,Windows,normal
19045,e93ac2ae547344f4a1522476d6521e2a,2022-06-29T16:43:46Z,LAP954,10.0.19045.2364,2022-12-27T09:27:15Z,192.168.1.69,19045,Windows 10,Windows,normal
19045,288afb8b57684bdd958868f81d9603a9,2022-06-30T13:09:55Z,LAP955,10.0.19045.2364,2022-12-28T11:34:36Z,10.2.162.112,19045,Windows 10,Windows,normal
19045,9eb2cd7f181a4c9d9e377eef5c2e2ff8,2022-06-30T16:35:43Z,LAP956,10.0.19045.2364,2022-12-28T11:48:17Z,10.3.6.57,19045,Windows 10,Windows,normal
19045,bb27ac1ae2ce4cb88e898c56378e6f1f,2022-09-15T13:01:51Z,LAP957,10.0.19045.2364,2022-12-28T11:16:55Z,10.3.6.55,19045,Windows 10,Windows,normal
19045,988c927967b34c58953d543e4c7fcc7e,2022-07-07T06:20:59Z,LAP958,10.0.19045.2364,2022-12-28T12:13:16Z,10.3.2.17,19045,Windows 10,Windows,normal
19045,27fcb0c43ec946eeb5b9f40c9bec7c1a,2022-07-07T18:12:30Z,LAP959,10.0.19045.2364,2022-12-28T12:04:56Z,10.3.6.9,19045,Windows 10,Windows,normal
19045,4265cc9f9cf34a0caccd0fe1f39ecaa4,2022-07-07T18:52:49Z,LAP960,10.0.19045.2364,2022-12-28T12:13:25Z,10.3.2.13,19045,Windows 10,Windows,normal
19045,c70b75ee197f433999d4bae00390b408,2022-07-08T06:37:12Z,LAP961,10.0.19045.2251,2022-12-28T10:59:08Z,10.3.6.29,19045,Windows 10,Windows,normal
19045,5ac4c9118ced40e58eeab46fd26d80fc,2022-10-12T12:31:08Z,LAP962,10.0.19045.2364,2022-12-21T16:38:32Z,172.30.224.1,19045,Windows 10,Windows,normal
19045,d9e7b1ec319a404ba726423519c7754c,2022-12-14T08:43:35Z,LAP963,10.0.19045.2364,2022-12-28T11:05:17Z,10.3.6.71,19045,Windows 10,Windows,normal
19045,e185dca82aa3452a8461b2cf033d39fb,2022-10-12T14:01:51Z,LAP964,10.0.19045.2364,2022-12-28T12:07:16Z,10.3.6.15,19045,Windows 10,Windows,normal
